prop_name,borough,longitude,latitude,fountain_type,feature_status,boro
Flushing Meadows Corona Park,Q,-73.834568,40.750843,C,Active,Q
Imagination Playground,M,-74.003964,40.706186,E High Low,Active,M
Park Of The Americas,Q,-73.861709,40.748531,C,Active,Q
Silver Lake Park,R,-74.095617,40.631161,A,Active,R
Parade Ground,B,-73.968994,40.651257,A,Active,B
Schmul Park,R,-74.187095,40.589705,Trough,Active,R
Spring Creek Park,B,-73.872999,40.648982,E,Active,B
Van Cortlandt Park,X,-73.896,40.906941,A,Active,Bronx
City Line Park,B,-73.873952,40.678681,C,Active,B
Freshkills Park,R,-74.197247,40.561302,Pedestal,Active,R
Beach 30th Street Playground,Q,-73.76172,40.592593,D,Active,Q
Bushwick Inlet Park,B,-73.961833,40.722273,Trough,Active,B
Cambria Playground,Q,-73.742434,40.688558,CS Concrete,Active,Q
Central Park,M,-73.951457,40.797062,Water Cooler,Active,M
Fort Greene Park,B,-73.977257,40.692342,A,Active,B
100% Playground,B,-73.899378,40.64654,A,Active,B
Washington Square Park,M,-73.998309,40.730831,Indoor Drinking Fountain,Active,M
John V. Lindsay East River Park,M,-73.975261,40.716436,A,Active,M
Lost Battalion Hall Recreation Center,Q,-73.865513000000007,40.731804,Indoor Drinking Fountain,Active,Q
Harvey Park,Q,-73.823747,40.782792,D,Active,Q
Van Voorhees Playground,B,-73.999524,40.689641,CS Concrete,Active,B
Sol Bloom Playground,M,-73.968933,40.789408,D,Active,M
Slope Park Playground,B,-73.989317,40.661317,A,Active,B
Nathan Straus Playground,M,-73.984217,40.719415,A,Active,M
Flushing Meadows Corona Park,Q,-73.839266,40.747709,A,Active,Q
Central Park,M,-73.965109,40.777559,B,Active,M
Inwood Hill Park,M,-73.921498,40.871456,A,Active,M
Rev. T. Wendell Foster Park and Recreation Center,X,-73.925245,40.831793,Indoor Drinking Fountain,Active,Bronx
Brigadier General Charles Young Playground,M,-73.936372,40.819451,A,Active,M
Highbridge Park,M,-73.933874,40.842149,C,Active,M
Prall Playground,R,-74.118117,40.628408,C,Active,R
Grover Cleveland Playground,Q,-73.911111,40.710143,C,Active,Q
Barretto Point Park,X,-73.888913,40.804642,Food Prep Sink,Active,Bronx
Tudor Park,Q,-73.8547,40.67328,H,Active,Q
Crowley Playground,Q,-73.879805,40.729329,CS Metal,Active,Q
Riverside Park,M,-73.966922,40.809902,B,Active,M
Jackie Robinson Park,M,-73.941328,40.825868,B,Active,M
Owl's Head Park,B,-74.030824,40.639385,A,Active,B
Fort Totten Park,Q,-73.777991,40.795569,Water Cooler,Active,Q
Petrosino Square,M,-73.997447,40.721641,E and Dog,Active,M
Greenwood Playground,B,-73.976077,40.649622,A,Active,B
Hunts Point Playground,X,-73.886224,40.814141,E High Low,Active,Bronx
Forest Park,Q,-73.86787,40.702593,E,Active,Q
Franklin D. Roosevelt Boardwalk and Beach,R,-74.089498,40.569316,A,Active,R
Haffen Park,X,-73.838901,40.873925,A,Active,Bronx
Marcus Garvey Park,M,-73.944907,40.80449,D,Active,M
Beach 17 Playground,Q,-73.750353,40.594116,D,Active,Q
Metropolitan Recreation Center,B,-73.960317,40.715012,Bottle Filler Fountain,Active,B
Manhattan Beach Park,B,-73.945431,40.576573,E,Active,B
Dyker Beach Park,B,-74.013,40.612726,A,Active,B
Long Island Mews,Q,-73.890293,40.736067,A,Active,Q
St. Mary's Park,X,-73.912943,40.813833,A,Active,Bronx
Bronx Park,X,-73.870565,40.853046,C,Active,Bronx
Prospect Park,B,-73.972108,40.665075,Bottle Filler Fountain,Active,B
Parade Ground,B,-73.969383,40.651334,A,Active,B
Central Park,M,-73.968706,40.779426,E,Active,M
The High Line,M,-74.008281,40.739815,Trough,Active,M
White Playground,M,-73.945878,40.791519,F,Active,M
Haggerty Park,Q,-73.758066,40.713024,A,Active,Q
Battery Park City,M,-74.016869,40.711958,Other,Active,M
Commodore Barry Park,B,-73.977796,40.69753,Indoor Drinking Fountain,Active,B
Thomas Jefferson Park,M,-73.93678,40.793642,Indoor Drinking Fountain,Active,M
Franklin D. Roosevelt Boardwalk and Beach,R,-74.063012,40.592438,D,Active,R
Stroud Playground,B,-73.961835,40.675099,Bottle Filler High Low,Active,B
Bill Rainey Park,X,-73.896673,40.819476,D,Active,Bronx
Macombs Dam Park,X,-73.930328,40.827188,Trough,Active,Bronx
Hunter's Point South Park,Q,-73.961154,40.738498,Trough,Active,Q
Coney Island Beach & Boardwalk,B,-73.971464,40.574003,E,Active,B
Morningside Park,M,-73.95877,40.802982,C,Active,M
Alley Pond Park,Q,-73.747246,40.741693,A,Active,Q
Lillian D Wald Playground,M,-73.984403,40.712181,E,Active,M
Matthew P. Sapolin Playground,M,-73.984144,40.777679,D,Active,M
Martin Luther Playground,B,-74.019901,40.645681,D,Active,B
Mount Prospect Park,B,-73.967219,40.671549,Pedestal Wall,Active,B
Fort Washington Park,M,-73.94603,40.838964,E,Active,M
McLaughlin Park,B,-73.985935,40.696515,C,Active,B
Vleigh Playground,Q,-73.816277,40.729795,A,Active,Q
Bronx River Parkway,X,-73.864041,40.890777,D,Active,Bronx
Battery Park City,M,-74.014126,40.716622,Trough,Active,M
Rockaway Beach Boardwalk,Q,-73.799844,40.586627,Food Prep Sink,Active,Q
Asser Levy Park,B,-73.972227,40.574324,A,Active,B
Canarsie Park,B,-73.8952,40.629163,H,Active,B
Central Park,M,-73.963971,40.777631,E High Low,Active,M
Corporal John A. Seravalli Playground,M,-74.004559,40.73922,E,Active,M
McCarren Park,B,-73.94993,40.720081,Food Prep Sink,Active,B
College Point Fields,Q,-73.838107,40.777231,D,Active,Q
Tiger Playground,B,-73.911169,40.688071,D,Active,B
Coney Island Beach & Boardwalk,B,-73.982906,40.572705,E,Active,B
Central Park,M,-73.974956,40.765452,E,Active,M
Brevoort Playground,B,-73.922566,40.680142,E,Active,B
Flushing Meadows Corona Park,Q,-73.839873,40.74455,A,Active,Q
Kissena Park,Q,-73.812066,40.746109,A,Active,Q
Dean Playground,B,-73.973397,40.680706,C,Active,B
Asser Levy Playground,M,-73.975355,40.736683,H,Active,M
Thomas Jefferson Park,M,-73.936551,40.79377,J,Active,M
Asser Levy Playground,M,-73.975668,40.736143,Drinking Fountain Sink Combination,Active,M
Coney Island Boat Basin,B,-73.991207,40.581742,A,Active,B
Jacob Joffe Fields,B,-73.919569,40.624952,Bottle Filler High Low,Active,B
Van Alst Playground,Q,-73.928313,40.770481,F High Low,Active,Q
Parade Ground,B,-73.969617,40.649093,A,Active,B
Kaiser Park,B,-73.995012,40.578427,A,Active,B
Central Park,M,-73.974391,40.773037,Water Cooler,Active,M
Forest Park,Q,-73.866434,40.696026,Food Prep Sink,Active,Q
Sophie Irene Loeb,M,-73.994251,40.713259,C,Active,M
Stebbins Playground,X,-73.898619,40.822696,C,Active,Bronx
Gravesend Park,B,-73.984336,40.623562,C,Active,B
Astoria Park,Q,-73.922083,40.780245,A,Active,Q
Hoffman Park,Q,-73.871681,40.732939,D,Active,Q
General Hart Playground,Q,-73.897259,40.748753,CS Concrete,Active,Q
Bronx Park,X,-73.871509,40.860447,A,Active,Bronx
Wingate Park,B,-73.944346,40.658987,A,Active,B
Dimattina Playground,B,-74.002071,40.680702,E,Active,B
Hamilton Fish Park,M,-73.980181,40.719657,B,Active,M
Magenta Playground,X,-73.867988,40.8735,CS Metal,Active,Bronx
Marine Park,B,-73.937449,40.607861,Indoor Drinking Fountain,Active,B
Russell Pedersen Playground,B,-74.036221,40.626416999999996,E,Active,B
Evergreen Playground,B,-73.910844,40.686062,C,Active,B
John V. Lindsay East River Park,M,-73.974564,40.718351,C,Active,M
Cunningham Park,Q,-73.774286,40.72735,C,Active,Q
Bush Terminal Park,B,-74.020543,40.651657,E,Active,B
Pelham Bay Park,X,-73.825707,40.847124,C,Active,Bronx
Van Voorhees Playground,B,-73.999721,40.689908,C,Active,B
Elmhurst Park,Q,-73.885151,40.730303,E High Low,Active,Q
Bowne Park,Q,-73.807743,40.770557,C,Active,Q
Winthrop Playground,B,-73.954529,40.65653,D,Active,B
Arsenal West,M,-73.982919,40.769783,Water Cooler,Active,M
Lyons Pool,R,-74.074571,40.637213,D,Active,R
Austin J. McDonald Playground,R,-74.115587,40.62956,Bottle Filler High Low,Active,R
Crocheron Park,Q,-73.771549,40.770981,E,Active,Q
Seaside Playground,Q,-73.831359,40.580348,C,Active,Q
The Battery,M,-74.012686,40.701505,Other,Active,M
Devoe Park,X,-73.907021,40.863292,A,Active,Bronx
Breukelen Ballfields,B,-73.893614,40.653955,A,Active,B
Lott Park,B,-73.954111,40.648058,C,Active,B
Thomas J. Cuite Park,B,-73.978761,40.654259,D,Active,B
Mathews-Palmer Playground,M,-73.992734,40.761178,F High Low,Active,M
Abraham Lincoln Playground,M,-73.937275,40.812412,A,Active,M
Rockaway Beach,Q,-73.835484,40.577827,Food Prep Sink,Active,Q
Forest Park,Q,-73.858391,40.698396,Indoor Drinking Fountain,Active,Q
Ocean Breeze Park,R,-74.075188,40.583077,Indoor Drinking Fountain,Active,R
Prospect Park,B,-73.96915,40.6704,B,Active,B
Williamsbridge Square,X,-73.86669,40.877145,Indoor Drinking Fountain,Active,Bronx
Riverside Park,M,-73.98194,40.787196,C,Active,M
Watson Gleason Playground,X,-73.868781,40.827803,A,Active,Bronx
Pelham Bay Park,X,-73.792974,40.867784,Double A,Active,Bronx
Harris Park,X,-73.890625,40.876281,D,Active,Bronx
Alley Pond Park,Q,-73.754008,40.758769,A,Active,Q
Kissena Corridor Park,Q,-73.782566,40.743093,A,Active,Q
Flushing Meadows Corona Park,Q,-73.850461,40.746214,D,Active,Q
Central Park,M,-73.961891,40.789427,Indoor Drinking Fountain,Active,M
Reiff Playground,Q,-73.902063,40.718836,C,Active,Q
Alley Pond Park,Q,-73.738739,40.74267,A,Active,Q
Willets Point Playground,Q,-73.79646,40.783791,D,Active,Q
CPL. Thompson Park,R,-74.11939,40.636896,Indoor Drinking Fountain,Active,R
Prall Playground,R,-74.118506,40.628399,C,Active,R
Stockton Playground,B,-73.948645,40.697117,CS Metal,Active,B
Soundview Park,X,-73.878081,40.817351,A,Active,Bronx
Broad Channel Park,Q,-73.819972,40.600463,A,Active,Q
Detective Keith L Williams Park,Q,-73.785331,40.703887,A,Active,Q
Rockaway Beach,Q,-73.833127,40.578604,Trough,Active,Q
Willowbrook Parkway,R,-74.139097,40.588369,Food Prep Sink,Active,R
Rockaway Beach Boardwalk,Q,-73.826116,40.580556,Food Prep Sink,Active,Q
Potomac Playground,B,-73.944319,40.682089,A,Active,B
Flushing Meadows Corona Park,Q,-73.850436,40.746282,A,Active,Q
Bowne Playground,Q,-73.824701,40.758245,Bottle Filler High Low,Active,Q
Wakefield Playground,X,-73.854383,40.901919,A,Active,Bronx
Jennifer's Playground,R,-74.163057,40.619782,C,Active,R
Roy Wilkins Recreation Center,Q,-73.769764,40.686545,A,Active,Q
Louis Armstrong Playground,Q,-73.855186,40.754894,A,Active,Q
Claremont Park,X,-73.907671,40.83863,Indoor Drinking Fountain,Active,Bronx
Tappen Park,R,-74.076212,40.627047,E,Active,R
Fort Greene Park,B,-73.977003,40.692504,E,Active,B
Midland Field,R,-74.098502,40.576675,A,Active,R
Playground Eighty Nine LXXXIX,M,-73.971891,40.788779,E,Active,M
Rufus King Park,Q,-73.803552,40.703293,A,Active,Q
Central Park,M,-73.964372,40.79104,E,Active,M
Terrace Playground,R,-74.098317,40.613543,CS Concrete,Active,R
Central Park,M,-73.966716,40.784956,E,Active,M
Prospect Park,B,-73.972886,40.655153,E High Low,Active,B
Flushing Meadows Corona Park,Q,-73.836672,40.750359,A,Active,Q
Brookville Park,Q,-73.746379,40.661051,D,Active,Q
Flushing Meadows Corona Park,Q,-73.84141,40.748064,A,Active,Q
Sara D. Roosevelt Park,M,-73.994166,40.716851,Bottle Filler High Low,Active,M
Canarsie Park,B,-73.892913,40.629818,A,Active,B
Forest Park,Q,-73.868051,40.702564,E High Low,Active,Q
Devoe Park,X,-73.904918,40.863677,Indoor Drinking Fountain,Active,Bronx
Lafayette Gardens Playground,B,-73.957437,40.689463,A,Active,B
Detective Keith L Williams Park,Q,-73.784222,40.701849,CS Metal,Active,Q
Gravesend Park,B,-73.984007,40.623886,C,Active,B
Bensonhurst Park,B,-74.001169,40.597751,A,Active,B
Carter G. Woodson Children's Park,B,-73.905954,40.668294,C,Active,B
The Battery,M,-74.01676,40.702895,E,Active,M
Thomas Jefferson Park,M,-73.936294,40.793236,J,Active,M
Riverside Park South,M,-73.988511,40.779809,D,Active,M
Poppenhusen Playground,Q,-73.844705,40.781479,J,Active,Q
Central Park,M,-73.95941,40.791163,Indoor Drinking Fountain,Active,M
Evelina Antonetty Playground,X,-73.928335,40.817398,Bottle Filler High Low,Active,Bronx
Brownsville Playground,B,-73.901675,40.65676,C,Active,B
Gonzalo Plasencia Playground,B,-74.008365,40.652395,C,Active,B
Linden Park,B,-73.886107,40.65892,C,Active,B
Bush Terminal Park,B,-74.019899,40.65333,E,Active,B
Central Park,M,-73.95951,40.790758,B,Active,M
Washington Park,B,-73.984417,40.672622,E,Active,B
Frederick B. Judge Playground,Q,-73.807801,40.6831,C,Active,Q
Coney Island Beach & Boardwalk,B,-73.969217,40.574614,E,Active,B
Park Of The Americas,Q,-73.861797,40.748754,D,Active,Q
De Witt Clinton Park,M,-73.994636,40.768197,Indoor Drinking Fountain,Active,M
Mill Pond Park,X,-73.931228,40.822161,Trough,Active,Bronx
Hoffman Park,Q,-73.872638,40.732444,A,Active,Q
Flushing Meadows Corona Park,Q,-73.837424,40.751761,Indoor Drinking Fountain,Active,Q
Randall's Island Park,M,-73.92302,40.799256,Indoor Drinking Fountain,Active,M
Sternberg Park,B,-73.947371,40.705659,C,Active,B
Playground One Twenty Five CXXV,M,-73.954868,40.810481,A,Active,M
Forest Park,Q,-73.842865,40.700963,D,Active,Q
St. John's Park,B,-73.934891,40.673861,Bottle Filler Fountain,Active,B
Howard Playground,B,-73.90784,40.671709,A,Active,B
Sara D. Roosevelt Park,M,-73.992258,40.720424,Food Prep Sink,Active,M
Kelly Park Playground,B,-73.957927,40.603935,A,Active,B
Bloomingdale Park,R,-74.208734,40.535206,D,Active,R
Brooklyn Botanic Garden,B,-73.962233,40.663816,E,Active,B
Bushwick Playground,B,-73.939361,40.701813,Water Cooler,Active,B
Nathan Weidenbaum Playground,Q,-73.902095,40.7382,C,Active,Q
Ethan Allen Playground,B,-73.886564,40.655755,D,Active,B
Central Park,M,-73.976831,40.771759,E,Active,M
Galileo Playground,X,-73.915813,40.848652,C,Active,Bronx
Columbus Park,M,-73.999775,40.71562,E High Low,Active,M
Canarsie Park,B,-73.895972,40.628961,Indoor Drinking Fountain,Active,B
Tecumseh Playground,M,-73.978515,40.781945,F High Low,Active,M
Bella Abzug Park,M,-74.00062,40.75542,F,Active,M
Astoria Health Playground,Q,-73.932568,40.767846,Bottle Filler High Low,Active,Q
Prospect Park,B,-73.974039,40.663617,E,Active,B
Al Quiñones Playground,X,-73.901709,40.815129,Bottle Filler,Active,Bronx
Willowbrook Park,R,-74.15663,40.60577,A,Active,R
Daniel M. O'Connell Playground,Q,-73.75813,40.700226,D,Active,Q
Farm Playground,Q,-73.777394,40.735156,A,Active,Q
Wards Island Park,M,-73.930725,40.782997,Pedestal,Active,M
Bill Rainey Park,X,-73.897988,40.818457,D,Active,Bronx
Lawrence Virgilio Playground,Q,-73.910192,40.747358,A,Active,Q
Franklin D. Roosevelt Boardwalk and Beach,R,-74.085011,40.572963,E,Active,R
John J Carty Park,B,-74.029355,40.614538,A,Active,B
John J Carty Park,B,-74.028853,40.61499,A,Active,B
William Sheridan Playground,B,-73.964332,40.715106,A,Active,B
St. Vartan Park,M,-73.97332,40.745147,D,Active,M
Benjamin Gladstone Square,X,-73.890894,40.825363,A,Active,Bronx
Franklin D. Roosevelt Boardwalk and Beach,R,-74.090368,40.569143,A,Active,R
Playground Eighty LXXX,Q,-73.709531,40.745072,A,Active,Q
Rock Garden Park,X,-73.885283,40.835189,C,Active,Bronx
Dr. Green Playground,B,-73.907069,40.667171,A,Active,B
Lyons Pool,R,-74.074754,40.637536,Indoor Drinking Fountain,Active,R
Rockaway Beach and Boardwalk,Q,-73.788514,40.589041,Other,Active,Q
Flushing Meadows Corona Park,Q,-73.853742,40.760084,B,Active,Q
Carver Playground,B,-73.920889,40.680266,C,Active,B
St. John's Park,B,-73.935913,40.674695,A,Active,B
Flushing Meadows Corona Park,Q,-73.838554,40.746346,A,Active,Q
Sheltering Arms Playground,M,-73.955682,40.815156,CS Metal,Active,M
Van Cortlandt Park,X,-73.890683,40.885189,CS Metal,Active,Bronx
Rockaway Beach Boardwalk,Q,-73.809281,40.584894,Trough,Active,Q
Mabel Hampton Playground,X,-73.903863,40.854631,C,Active,Bronx
Van Cortlandt Park,X,-73.893038,40.891078,A,Active,Bronx
Greene Playground,B,-73.965783,40.686583,A,Active,B
Half-Nelson Playground,X,-73.91946,40.846521,C,Active,Bronx
Queensbridge Park,Q,-73.948392,40.755686,C,Active,Q
Central Park,M,-73.955816,40.791992,E,Active,M
Rochdale Park,Q,-73.774268,40.674234,C,Active,Q
Spirit Playground,Q,-73.941723,40.761277,A,Active,Q
Glen Oaks Oval,Q,-73.715113,40.749714,A,Active,Q
Forest Park,Q,-73.857881,40.700404,A,Active,Q
Randall's Island Park,M,-73.924232,40.793247,E High Low,Active,M
Kaiser Park,B,-73.996753,40.578363,C,Active,B
Cherry Tree Park,M,-73.946833,40.787398,D,Active,M
Rory Staunton Field,Q,-73.88811,40.754193,Bottle Filler High Low,Active,Q
Bildersee Playground,B,-73.911644,40.635795,A,Active,B
Riverside Park,M,-73.96913,40.804387,A,Active,M
Prospect Park,B,-73.971572,40.665559,Food Prep Sink,Active,B
John V. Lindsay East River Park,M,-73.973094,40.722837,A,Active,M
Aqueduct Walk,X,-73.908851,40.85729,C,Active,Bronx
Floyd Patterson Ballfields,B,-73.904064,40.660452,C,Active,B
Recreational Area,M,-73.952353,40.829431,A,Active,M
Flushing Fields,Q,-73.817045,40.774971,D,Active,Q
Wolfe's Pond Park,R,-74.187552,40.518972,A,Active,R
Marcy Playground,B,-73.949727,40.695665,A,Active,B
Jackson Square,M,-74.003048,40.738859,F High Low,Active,M
Tompkins Square Park,M,-73.980986,40.726389,Other,Active,M
Randall's Island Park,M,-73.918751,40.792949,CS Metal,Active,M
Ehrenreich-Austin Playground,Q,-73.836826,40.715449,C,Active,Q
Milestone Park,B,-73.999523,40.609533,A,Active,B
St. Mary's Park,X,-73.914103,40.811468,Indoor Drinking Fountain,Active,Bronx
Shore Park and Parkway,B,-74.03558,40.611941,A,Active,B
Estella Diggs Park,X,-73.906467,40.829068,Trough,Active,Bronx
Colonel David Marcus Playground,B,-73.968359,40.610272,C,Active,B
Central Park,M,-73.972596,40.770004,E,Active,M
Fountain Of Youth Playground,X,-73.905266,40.813693,D,Active,Bronx
Henry M. Jackson Playground,M,-73.981042,40.714123,Bottle Filler High Low,Active,M
Brookfield Park,R,-74.160949,40.561886,Slop Sink,Active,R
Constance Baker Motley Recreation Center,M,-73.96513,40.756481,Indoor Drinking Fountain,Active,M
Kolbert Playground,B,-73.958296,40.620091,Other,Active,B
Bayview Playground,B,-73.887194,40.634553,A,Active,B
Baisley Pond Park,Q,-73.787735,40.674181,C,Active,Q
Bayside Fields,Q,-73.784942,40.772932,E,Active,Q
Riverside Park,M,-73.985925,40.781146,E and Dog,Active,M
Morris Mesa,X,-73.909559,40.845261,C,Active,Bronx
John V. Lindsay East River Park,M,-73.975729,40.713736,E,Active,M
Fort Totten Park,Q,-73.778098,40.794143,E,Active,Q
Flushing Meadows Corona Park,Q,-73.859267,40.762264,B,Active,Q
Flushing Meadows Corona Park,Q,-73.848883,40.74125,D,Active,Q
Hines Park,X,-73.905373,40.828922,C,Active,Bronx
Gravesend Park,B,-73.985399,40.623501,C,Active,B
Marine Park,B,-73.93711,40.608243,F High Low,Active,B
Flushing Meadows Corona Park,Q,-73.844298,40.745551,A,Active,Q
Simeone Park,Q,-73.85956,40.740804,Bottle Filler High Low,Active,Q
Highbridge Park,M,-73.933023,40.843458,C,Active,M
Fisher Pool,Q,-73.869459,40.758451,Indoor Drinking Fountain,Active,Q
Electric Playground,Q,-73.805207,40.736231,A,Active,Q
Shore Park and Parkway,B,-74.038987,40.632574,A,Active,B
Crotona Park,X,-73.897757,40.840503,Indoor Drinking Fountain,Active,Bronx
Prospect Park,B,-73.963555,40.660498,CS Concrete,Active,B
Flushing Meadows Corona Park,Q,-73.839999,40.744599,A,Active,Q
Bronx Park,X,-73.870393000000007,40.847141,Indoor Drinking Fountain,Active,Bronx
Prospect Park,B,-73.974951,40.665555,Indoor Drinking Fountain,Active,B
Franklin D. Roosevelt Boardwalk and Beach,R,-74.077593,40.578083,E and Dog,Active,R
Bleecker Playground,M,-74.005614,40.736352,C,Active,M
St. John's Park,B,-73.933882,40.6737,C,Active,B
Frank Principe Park,Q,-73.904654,40.727333,Bottle Filler High Low,Active,Q
Central Park,M,-73.954133,40.792974,E and Dog,Active,M
Carl Schurz Park,M,-73.944992,40.773548,Indoor Drinking Fountain,Active,M
De Witt Clinton Park,M,-73.993684,40.768521,A,Active,M
McCarren Park,B,-73.95011,40.720933,A,Active,B
Prospect Park,B,-73.971572,40.66556,Food Prep Sink,Active,B
Bailey Playground,X,-73.900125,40.881658,A,Active,Bronx
Bayswater Park,Q,-73.767563,40.599872,Bottle Filler High Low,Active,Q
Pelham Bay Park,X,-73.824405,40.84833,A,Active,Bronx
Coney Island Beach & Boardwalk,B,-73.986723,40.572407,E,Active,B
Hero Park,R,-74.087176,40.630297,B,Active,R
Hillside Playground,Q,-73.712932,40.740889,A,Active,Q
Hamilton Metz Field,B,-73.940709,40.662603,CS Concrete,Active,B
Rockaway Beach Boardwalk,Q,-73.81319,40.583812,Trough,Active,Q
Hamilton Fish Park,M,-73.981457,40.719979,Indoor Drinking Fountain,Active,M
Police Officer John G. Scarangella Park,B,-73.984179,40.593845,A,Active,B
Wingate Park,B,-73.94493,40.659409,C,Active,B
Gorman Playground,Q,-73.884052,40.761846,A,Active,Q
Fulton Park,B,-73.931687,40.679937,C,Active,B
Forest Park,Q,-73.853329,40.701621,D,Active,Q
